taxonname,replicateid,count,time,latitude,longitude,region_name,island,site,reef_zone,depth_bin,sitevisitid,date_,obs_year,rep,depth,hard_coral,soft_coral,ma,cca,ta,sand,tunicate,zoanthid,corallimorph,clam,cyano,sponge,other,other_type,habitat_code,habitat_type,current_strength,visibility,max_height,urchin_dacor,boring_urchin_dacor,min_depth,max_depth,objectid,species,commonname,commonfamilyall,family,scientific_name,rank,trophic
Ctenochaetus strigosus,1845958589,0,2013-08-06T00:00:00Z,19.39415543,-154.9258347,Main Hawaiian Islands,Hawaii,HAW-662,Forereef,Shallow,5974,2013-08-06T00:00:00Z,2013,A,5,20,0,20,30,25,5,0,0,0,0,0,0,NA,NA,PSC,Pavement with Sand Channels,None,12,2.5,D,O,4.2,5.2,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845958590,41,2013-08-06T00:00:00Z,19.49032243,-154.8146333,Main Hawaiian Islands,Hawaii,HAW-759,Forereef,Deep,5975,2013-08-06T00:00:00Z,2013,A,23,15,0,2,10,71,2,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,20,2,O,R,23,24,1947081,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958591,13,2013-08-06T00:00:00Z,19.42717879,-154.8753698,Main Hawaiian Islands,Hawaii,HAW-751,Forereef,Deep,5977,2013-08-06T00:00:00Z,2013,A,20,3,0,0,1,96,0,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,16,2.3,C,R,20.6,20.6,1947173,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958592,17,2013-08-06T00:00:00Z,19.42717879,-154.8753698,Main Hawaiian Islands,Hawaii,HAW-751,Forereef,Deep,5977,2013-08-06T00:00:00Z,2013,A,23,15,0,0,5,80,0,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,15,1.7,R,R,23,23.7,1947217,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958593,32,2013-08-06T00:00:00Z,19.4433614,-154.8556298,Main Hawaiian Islands,Hawaii,HAW-750,Forereef,Mid,5976,2013-08-06T00:00:00Z,2013,A,14,20,0,0,15,60,0,0,5,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,17,4,R,R,13,18,1947252,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958594,1,2013-08-06T00:00:00Z,19.36723553,-154.9548368,Main Hawaiian Islands,Hawaii,HAW-757,Forereef,Mid,5979,2013-08-06T00:00:00Z,2013,A,12,15,0,1,3,69,10,0,2,0,0,0,0,NA,NA,ROB,Rock/Boulder,Moderate,15,1.6,R,R,12.5,12.5,1947325,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958595,0,2013-08-06T00:00:00Z,19.4231828,-154.8839146,Main Hawaiian Islands,Hawaii,HAW-663,Forereef,Shallow,5978,2013-08-06T00:00:00Z,2013,A,5,10,0,0,2,87,1,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,15,1.1,C,R,6.2,6.2,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845958596,2,2013-08-07T00:00:00Z,19.13276888,-155.5023977,Main Hawaiian Islands,Hawaii,HAW-705,Forereef,Mid,5996,2013-08-07T00:00:00Z,2013,A,12,30,0,0,1,68,0,0,1,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,18,4,O,R,12.1,12.7,1947399,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958597,3,2013-08-07T00:00:00Z,19.00462098,-155.5838151,Main Hawaiian Islands,Hawaii,HAW-687,Forereef,Mid,5993,2013-08-07T00:00:00Z,2013,A,15,10,0,0,5,84,1,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,Slight,20,2.8,R,R,13.7,17.1,1947447,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958598,44,2013-08-07T00:00:00Z,19.08245567,-155.5452286,Main Hawaiian Islands,Hawaii,HAW-679,Forereef,Deep,5990,2013-08-07T00:00:00Z,2013,A,23,25,0,15,30,30,0,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,25,0.4,R,R,20.9,27,1947507,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958599,10,2013-08-07T00:00:00Z,19.04885941,-155.5520371,Main Hawaiian Islands,Hawaii,HAW-697,Forereef,Mid,5991,2013-08-07T00:00:00Z,2013,A,13,25,0,1,14,55,5,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,Slight,16,1,R,R,13.3,13.9,1947546,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958600,8,2013-08-07T00:00:00Z,19.13276888,-155.5023977,Main Hawaiian Islands,Hawaii,HAW-705,Forereef,Mid,5996,2013-08-07T00:00:00Z,2013,A,13,10,0,2,3,83,2,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,15,4,R,R,12,14,1947590,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958601,0,2013-08-07T00:00:00Z,18.96727181,-155.6137924,Main Hawaiian Islands,Hawaii,HAW-733,Forereef,Shallow,5994,2013-08-07T00:00:00Z,2013,A,4,5,0,5,0,88,2,0,0,0,0,0,0,NA,NA,PAV,Pavement,None,10,1.2,R,R,4.3,4.3,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845958602,10,2013-08-07T00:00:00Z,19.04885941,-155.5520371,Main Hawaiian Islands,Hawaii,HAW-697,Forereef,Mid,5991,2013-08-07T00:00:00Z,2013,A,13,30,0,5,20,40,5,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,20,1.5,R,R,13,13.9,1947682,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958603,65,2013-08-07T00:00:00Z,19.08245567,-155.5452286,Main Hawaiian Islands,Hawaii,HAW-679,Forereef,Deep,5990,2013-08-07T00:00:00Z,2013,A,23,10,0,5,5,75,5,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,30,0.3,R,R,21.3,25.6,1947751,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958604,30,2013-08-07T00:00:00Z,19.03911771,-155.5566665,Main Hawaiian Islands,Hawaii,HAW-735,Forereef,Mid,5992,2013-08-07T00:00:00Z,2013,A,13,20,0,0,50,30,0,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,20,2,R,R,11.2,15.2,1947784,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958605,36,2013-08-07T00:00:00Z,19.10352711,-155.5312334,Main Hawaiian Islands,Hawaii,HAW-719,Forereef,Mid,5997,2013-08-07T00:00:00Z,2013,A,10,25,0,0,10,60,2,0,3,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,17,5,O,R,11,11,1947845,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958606,39,2013-08-07T00:00:00Z,19.03911771,-155.5566665,Main Hawaiian Islands,Hawaii,HAW-735,Forereef,Mid,5992,2013-08-07T00:00:00Z,2013,A,12,5,0,0,15,75,0,0,5,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,17,2.5,R,R,10.7,13.7,1947901,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958607,8,2013-08-07T00:00:00Z,19.00462098,-155.5838151,Main Hawaiian Islands,Hawaii,HAW-687,Forereef,Mid,5993,2013-08-07T00:00:00Z,2013,A,15,20,0,5,30,35,10,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,Slight,20,3,R,R,14.5,15.8,1947983,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958608,2,2013-08-07T00:00:00Z,19.08267595,-155.5481138,Main Hawaiian Islands,Hawaii,HAW-700,Forereef,Deep,5998,2013-08-07T00:00:00Z,2013,A,22,10,0,0,0,50,40,0,0,0,0,0,0,NA,NA,SCR,Sand with Scattered Coral/Rock,None,14,0.6,R,R,20.9,23.3,1948006,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958609,0,2013-08-07T00:00:00Z,18.96727181,-155.6137924,Main Hawaiian Islands,Hawaii,HAW-733,Forereef,Shallow,5994,2013-08-07T00:00:00Z,2013,A,4,5,0,15,5,55,20,0,0,0,0,0,0,NA,NA,PAV,Pavement,None,15,0.4,O,O,4.2,4.2,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845958610,40,2013-08-07T00:00:00Z,19.10352711,-155.5312334,Main Hawaiian Islands,Hawaii,HAW-719,Forereef,Mid,5997,2013-08-07T00:00:00Z,2013,A,8,40,0,0,5,52,0,0,3,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,16,2.8,O,C,8,8.3,1948077,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958611,31,2013-08-07T00:00:00Z,19.02496713,-155.5691274,Main Hawaiian Islands,Hawaii,HAW-721,Forereef,Shallow,5999,2013-08-07T00:00:00Z,2013,A,6,20,0,0,20,60,0,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,14,4,R,R,5.2,8.4,1948139,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958612,12,2013-08-07T00:00:00Z,18.91922507,-155.684961,Main Hawaiian Islands,Hawaii,HAW-732,Forereef,Mid,6001,2013-08-07T00:00:00Z,2013,A,11,10,0,0,20,70,0,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,20,5,R,O,10.3,12.7,1948221,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958613,0,2013-08-07T00:00:00Z,19.08267595,-155.5481138,Main Hawaiian Islands,Hawaii,HAW-700,Forereef,Deep,5998,2013-08-07T00:00:00Z,2013,A,23,20,0,5,0,65,10,0,0,0,0,0,0,NA,NA,SCR,Sand with Scattered Coral/Rock,None,16,0.7,R,R,22.6,23.5,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845958614,125,2013-08-07T00:00:00Z,18.9636033,-155.6063743,Main Hawaiian Islands,Hawaii,HAW-675,Forereef,Deep,6000,2013-08-07T00:00:00Z,2013,A,23,75,0,5,10,10,0,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,20,0.8,R,R,22.7,24.1,1948296,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958615,40,2013-08-07T00:00:00Z,19.02496713,-155.5691274,Main Hawaiian Islands,Hawaii,HAW-721,Forereef,Shallow,5999,2013-08-07T00:00:00Z,2013,A,5,8,0,0,20,72,0,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,13,3,R,R,7.7,7.7,1948344,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958616,12,2013-08-07T00:00:00Z,18.91922507,-155.684961,Main Hawaiian Islands,Hawaii,HAW-732,Forereef,Mid,6001,2013-08-07T00:00:00Z,2013,A,10,5,0,0,10,85,0,0,0,0,0,0,0,NA,NA,ROB,Rock/Boulder,None,20,3.1,O,C,8.8,11.3,1948403,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958617,100,2013-08-07T00:00:00Z,18.9636033,-155.6063743,Main Hawaiian Islands,Hawaii,HAW-675,Forereef,Deep,6000,2013-08-07T00:00:00Z,2013,A,21,65,0,2,15,18,0,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,30,1.2,O,R,20,24,1948458,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958618,37,2013-08-08T00:00:00Z,19.86209798,-155.9281347,Main Hawaiian Islands,Hawaii,HAW-623,Forereef,Mid,6014,2013-08-08T00:00:00Z,2013,A,11,40,0,0,45,15,0,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,17,0.7,C,R,11,13.1,1948508,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958619,8,2013-08-08T00:00:00Z,19.89316491,-155.9063213,Main Hawaiian Islands,Hawaii,HAW-617,Forereef,Shallow,6012,2013-08-08T00:00:00Z,2013,A,4,65,0,0,15,18,2,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,10,1.4,C,O,4,4,1948549,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958620,7,2013-08-08T00:00:00Z,20.0630039,-155.8532633,Main Hawaiian Islands,Hawaii,HAW-488,Forereef,Deep,6008,2013-08-08T00:00:00Z,2013,A,21,10,0,2,5,63,20,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,15,6,C,R,16.5,22.6,1948603,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958621,3,2013-08-08T00:00:00Z,19.97723591,-155.8339528,Main Hawaiian Islands,Hawaii,HAW-582,Forereef,Shallow,6010,2013-08-08T00:00:00Z,2013,A,2,40,0,0,10,45,5,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,22,1.5,C,C,1.2,2.5,1948620,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958623,0,2013-08-08T00:00:00Z,19.94641087,-155.8714931,Main Hawaiian Islands,Hawaii,HAW-591,Forereef,Shallow,6004,2013-08-08T00:00:00Z,2013,A,1,35,0,0,10,50,0,0,0,0,0,5,0,NA,NA,AGR,Aggregate Reef,None,10,0.8,O,C,1.7,1.7,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845958624,22,2013-08-08T00:00:00Z,20.03786271,-155.836791,Main Hawaiian Islands,Hawaii,HAW-532,Forereef,Mid,6002,2013-08-08T00:00:00Z,2013,A,8,35,0,5,20,40,0,0,0,0,0,0,0,NA,NA,SAG,Spur and Groove,None,18,1.1,D,A,8,8.4,1948700,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958625,10,2013-08-08T00:00:00Z,20.03786271,-155.836791,Main Hawaiian Islands,Hawaii,HAW-532,Forereef,Mid,6002,2013-08-08T00:00:00Z,2013,A,9,5,0,5,35,25,30,0,0,0,0,0,0,NA,NA,SAG,Spur and Groove,None,20,2,D,O,8.2,11.2,1948743,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958626,2,2013-08-08T00:00:00Z,19.91123286,-155.8969777,Main Hawaiian Islands,Hawaii,HAW-583,Forereef,Shallow,6006,2013-08-08T00:00:00Z,2013,A,2,70,0,0,15,10,5,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,13,0.9,C,A,2,2,1948773,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958627,19,2013-08-08T00:00:00Z,19.939099,-155.8828862,Main Hawaiian Islands,Hawaii,HAW-492,Forereef,Deep,6011,2013-08-08T00:00:00Z,2013,A,18,25,0,1,20,53,1,0,0,0,0,0,0,NA,NA,APR,Aggregate Patch Reef,None,18,1.3,A,C,18.5,18.5,1948819,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958628,13,2013-08-08T00:00:00Z,19.89859303,-155.9091576,Main Hawaiian Islands,Hawaii,HAW-526,Forereef,Mid,6007,2013-08-08T00:00:00Z,2013,A,7,75,0,2,5,0,18,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,15,1.1,O,C,7.5,7.5,1948855,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958629,21,2013-08-08T00:00:00Z,19.98997229,-155.8381286,Main Hawaiian Islands,Hawaii,HAW-486,Forereef,Deep,6003,2013-08-08T00:00:00Z,2013,A,19,25,0,5,25,40,5,0,0,0,0,0,0,NA,NA,MIX,Mixed Habitats,None,15,1,C,O,19.1,21.5,1948889,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958630,24,2013-08-08T00:00:00Z,19.91792388,-155.8931737,Main Hawaiian Islands,Hawaii,HAW-549,Forereef,Mid,6005,2013-08-08T00:00:00Z,2013,A,6,22,0,8,35,25,10,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,11,0.7,D,O,6.9,6.9,1948926,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958631,46,2013-08-08T00:00:00Z,19.98997229,-155.8381286,Main Hawaiian Islands,Hawaii,HAW-486,Forereef,Deep,6003,2013-08-08T00:00:00Z,2013,A,19,40,0,5,25,20,10,0,0,0,0,0,0,NA,NA,MIX,Mixed Habitats,None,25,1,D,O,18.2,22.1,1948975,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958632,13,2013-08-08T00:00:00Z,20.0034452,-155.8333024,Main Hawaiian Islands,Hawaii,HAW-540,Forereef,Mid,6009,2013-08-08T00:00:00Z,2013,A,15,40,0,0,10,45,5,0,0,0,0,0,0,NA,NA,APR,Aggregate Patch Reef,None,25,0.7,D,O,15.7,15.7,1948987,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958633,0,2013-08-08T00:00:00Z,19.94641087,-155.8714931,Main Hawaiian Islands,Hawaii,HAW-591,Forereef,Shallow,6004,2013-08-08T00:00:00Z,2013,A,1,20,0,0,5,75,0,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,15,0.9,A,A,1.5,1.5,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845958634,17,2013-08-08T00:00:00Z,19.91792388,-155.8931737,Main Hawaiian Islands,Hawaii,HAW-549,Forereef,Mid,6005,2013-08-08T00:00:00Z,2013,A,6,45,0,5,40,5,5,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,25,1,O,R,6.7,6.7,1949050,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958635,0,2013-08-08T00:00:00Z,19.87847437,-155.916095,Main Hawaiian Islands,Hawaii,HAW-535,Forereef,Mid,6013,2013-08-08T00:00:00Z,2013,A,8,30,0,0,5,60,5,0,0,0,0,0,0,NA,NA,MIX,Mixed Habitats,None,15,1.5,D,O,7.9,9.4,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845958636,7,2013-08-08T00:00:00Z,20.0630039,-155.8532633,Main Hawaiian Islands,Hawaii,HAW-488,Forereef,Deep,6008,2013-08-08T00:00:00Z,2013,A,23,15,0,1,10,34,40,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,17,5,A,R,23,23,1949110,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958637,1,2013-08-08T00:00:00Z,19.91123286,-155.8969777,Main Hawaiian Islands,Hawaii,HAW-583,Forereef,Shallow,6006,2013-08-08T00:00:00Z,2013,A,2,50,0,0,10,20,20,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,15,1.8,R,A,2.4,2.4,1949147,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958638,1,2013-08-08T00:00:00Z,19.87847437,-155.916095,Main Hawaiian Islands,Hawaii,HAW-535,Forereef,Mid,6013,2013-08-08T00:00:00Z,2013,A,8,50,0,0,20,30,0,0,0,0,0,0,0,NA,NA,MIX,Mixed Habitats,None,15,4,C,R,8.2,8.2,1949186,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958639,8,2013-08-08T00:00:00Z,19.97723591,-155.8339528,Main Hawaiian Islands,Hawaii,HAW-582,Forereef,Shallow,6010,2013-08-08T00:00:00Z,2013,A,4,60,0,1,10,24,5,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,20,2,C,O,4.3,4.3,1949191,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958640,6,2013-08-08T00:00:00Z,19.89316491,-155.9063213,Main Hawaiian Islands,Hawaii,HAW-617,Forereef,Shallow,6012,2013-08-08T00:00:00Z,2013,A,5,50,0,0,15,20,15,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,15,2.5,C,A,3,6,1949224,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958641,12,2013-08-08T00:00:00Z,19.89859303,-155.9091576,Main Hawaiian Islands,Hawaii,HAW-526,Forereef,Mid,6007,2013-08-08T00:00:00Z,2013,A,7,55,0,5,15,25,0,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,20,0.8,O,A,7.6,7.6,1949261,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958642,28,2013-08-08T00:00:00Z,19.939099,-155.8828862,Main Hawaiian Islands,Hawaii,HAW-492,Forereef,Deep,6011,2013-08-08T00:00:00Z,2013,A,19,40,0,0,30,20,10,0,0,0,0,0,0,NA,NA,APR,Aggregate Patch Reef,Slight,25,1.2,O,R,19,19,1949278,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958643,14,2013-08-08T00:00:00Z,20.0034452,-155.8333024,Main Hawaiian Islands,Hawaii,HAW-540,Forereef,Mid,6009,2013-08-08T00:00:00Z,2013,A,15,30,0,0,30,40,0,0,0,0,0,0,0,NA,NA,APR,Aggregate Patch Reef,None,25,1.3,D,R,16.8,16.8,1949331,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845958644,18,2013-08-08T00:00:00Z,19.86209798,-155.9281347,Main Hawaiian Islands,Hawaii,HAW-623,Forereef,Mid,6014,2013-08-08T00:00:00Z,2013,A,13,40,0,0,30,30,0,0,0,0,0,0,0,NA,NA,AGR,Aggregate Reef,None,18,1.2,D,R,11.5,14,1949378,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960297,26,2015-06-16T00:00:00Z,19.747491,-156.055423,Main Hawaiian Islands,Hawaii,HAW-1961,Forereef,Shallow,7489,2015-06-16T00:00:00Z,2015,A,4,20,0,0,20,60,0,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,Slight,25,1.6,O,R,4,5.1,2024451,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960298,11,2015-06-16T00:00:00Z,19.694882,-156.048138,Main Hawaiian Islands,Hawaii,HAW-1874,Forereef,Mid,7490,2015-06-16T00:00:00Z,2015,A,16,30,0,0,3,60,7,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,30,1,R,R,15,16.1,2024526,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960299,3,2015-06-16T00:00:00Z,19.714778,-156.051834,Main Hawaiian Islands,Hawaii,HAW-1987,Forereef,Mid,7495,2015-06-16T00:00:00Z,2015,A,15,30,0,0,0,40,30,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,40,3,O,O,14,16,2024533,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960300,1,2015-06-16T00:00:00Z,19.714778,-156.051834,Main Hawaiian Islands,Hawaii,HAW-1987,Forereef,Mid,7495,2015-06-16T00:00:00Z,2015,A,13,20,0,0,3,72,5,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,30,3,O,O,12,13.3,2024577,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960301,9,2015-06-16T00:00:00Z,19.575632,-155.970582,Main Hawaiian Islands,Hawaii,HAW-1779,Forereef,Mid,7497,2015-06-16T00:00:00Z,2015,A,10,15,0,0,5,75,5,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,25,1.2,D,C,10,11.2,2024631,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960302,7,2015-06-16T00:00:00Z,19.759449,-156.05256,Main Hawaiian Islands,Hawaii,HAW-2416,Forereef,Deep,7494,2015-06-16T00:00:00Z,2015,A,28,20,0,0,0,50,30,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,20,1.2,O,R,27,28.5,2024657,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960303,0,2015-06-16T00:00:00Z,19.674787,-156.03246,Main Hawaiian Islands,Hawaii,HAW-2439,Forereef,Shallow,7496,2015-06-16T00:00:00Z,2015,A,3,20,3,0,5,67,5,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,15,1.3,C,A,2,4,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
